p2train-0	他们觉得父母的行为方式和价值观念太不老了	他们觉得父母的行为方式和价值观念太老了
p2train-2337	表情是非常地严肃	表情非常地严肃
p2train-2338	所以现在我能在中国学汉语和学中国文学的	所以现在我能在中国学汉语和学中国文学
p2train-2339	公园等的地方	公园等地方
p2train-2340	什么国家也都存在的	什么国家都存在的
p2train-2341	所以上课上	所以上课
p2train-2342	由于音乐能够将给人类带来欢乐	由于音乐能够给人类带来欢乐
p2train-2343	他患了癌症病	他患了癌症
p2train-2344	不能不回日本看爸爸了	不能不回日本看爸爸
p2train-2345	有时候他勉强地让我喝啤酒	有时候他勉强我喝啤酒
p2train-2346	上次你给我打电话来告诉我	上次你打电话来告诉我
p2train-2347	但我觉得了解一段一段时期的流行歌	但我觉得了解一段时期的流行歌
p2train-2348	而非被不良媒体污染了他们的思想	而非被不良媒体污染他们的思想
p2train-2349	但事实上养育一个孩子长大是一件非常复杂和精妙的事情	但事实上养育一个孩子是一件非常复杂和精妙的事情
p2train-2350	我的意见的观点是人情	我的观点是人情
p2train-2351	我就向公司提出“三天曼谷游”这个计划	我向公司提出“三天曼谷游”这个计划
p2train-2352	但是不知为什么最终没有写了	但是不知为什么最终没有写
p2train-2353	吸不吸烟是当然是每个人自由的选择	吸不吸烟当然是每个人自由的选择
p2train-2354	我特别失望了	我特别失望
p2train-2355	据我所知“安乐死”这种药是几年以来成为医学方面的热门话题	据我所知“安乐死”是几年以来成为医学方面的热门话题
p2train-2356	怎么能解决呢	怎么解决呢
p2train-2357	在日本的公共场所的大部分变成了“禁止抽烟”的地方	日本的公共场所的大部分变成了“禁止抽烟”的地方
p2train-2358	他从上小学时他就有家教	从上小学时他就有家教
p2train-2359	我进了北京大学了	我进了北京大学
p2train-2360	回想在小的时候的你的样子	回想小的时候的你的样子
p2train-2361	这是意味着一首好歌曲会让人净化精神	这意味着一首好歌曲会让人净化精神
p2train-2362	我们应该先讨论而解决这个粮食分配问题	我们应该先讨论解决这个粮食分配问题
p2train-2363	妈妈那一时代时最重要的问题是小康问题	妈妈那一时代最重要的问题是小康问题
p2train-2364	刚学习汉语的时候特别注意地练习关于发音和声调	刚学习汉语的时候特别注意地练习发音和声调
p2train-2365	就明显地父母比孩子强	就明显父母比孩子强
p2train-2366	因为每个人都有自己的喜悦爱好的	因为每个人都有自己的喜悦爱好
p2train-2367	觉得这也许是我能发挥一切潜力的机会	觉得这也许是我能发挥潜力的机会
p2train-2368	一定要吃北京烤鸭的	一定要吃北京烤鸭
p2train-2369	所以别为我担心好了	所以别为我担心
p2train-2370	在沙漠中长了的草也要吃下	在沙漠中长了的草也要吃
p2train-2371	我觉得这个时候丈夫要帮助她留下在这个世界	我觉得这个时候丈夫要帮助她留在这个世界
p2train-2372	现在有大部分人听音乐	现在大部分人听音乐
p2train-2373	可是周围的人在抽烟	周围的人在抽烟
p2train-2374	她们都先给她分菜了	她们都先给她分菜
p2train-2375	男女分校是不能完全避免到早恋的可能	男女分校是不能完全避免早恋的可能
p2train-2376	而一直到回味以前	而一直回味以前
p2train-2377	教我哪些能吃的	教我哪些能吃
p2train-2378	妈妈就是一个人把我给养大	妈妈就一个人把我给养大
p2train-2379	外向的	外向
p2train-2380	我有办法让公司在营业成本上减少开支	我有办法让公司在营业上减少开支
p2train-2381	有的时候我们要努力地做个事情	有的时候我们要努力地做事情
p2train-2382	我们的社会生活是不是男女分开的	我们的社会生活不是男女分开的
p2train-2383	还有在媒体上经常播出关于绿色食品或者无公害	还有媒体上经常播出关于绿色食品或者无公害
p2train-2384	为了现在的利益而受到严重污染的蔬菜及土壤壤	为了现在的利益而受到严重污染的蔬菜及土壤
p2train-2385	他们不仅在韩国喜欢他们的歌迷特别多	他们在韩国喜欢他们的歌迷特别多
p2train-2386	我想他们俩的这样做当然不好	我想他们俩这样做当然不好
p2train-2387	有一个人吸烟对公众的危害性也太大了	一个人吸烟对公众的危害性也太大了
p2train-2388	我承认“安乐死”的最重要的原因是要求“安乐死”的人的痛苦太极了	我承认“安乐死”的最重要的原因是要求“安乐死”的人的痛苦极了
p2train-2389	家里有没有受到影响没有呢	家里有没有受到影响呢
p2train-2390	对早恋也根本是“治标不治本”的行为	对早恋也是“治标不治本”的行为
p2train-2391	我认为吃“绿色食品”比使用化肥而多生产更很重要	我认为吃“绿色食品”比使用化肥而多生产更重要
p2train-2392	最近常常听到的流行歌曲的大部分就是分手的内容或者两个人相恋时的快乐什么的,而且有的歌词里有有一点不好意思的话	最近常常听到的流行歌曲的大部分就是分手的内容或者两个人相恋时的快乐什么的,而且有的歌词里有一点不好意思的话
p2train-2393	面对的困难或挫折时	面对困难或挫折时
p2train-2394	这就是“安乐死”公认的要求越来越高了的原因	这就是“安乐死”公认的要求越来越高的原因
p2train-2395	父亲和母亲吵架了	父亲和母亲吵架
p2train-2396	我下课就去操场练习的	我下课就去操场练习
p2train-2397	这种人才会发展的	这种人才会发展
p2train-2398	面面相觑之余	面面相觑
p2train-2399	第一个原因是不要给非吸烟者不好的影响	第一个原因是不要给非吸烟者不好影响
p2train-2400	然后再到上海了	然后再到上海
p2train-2401	对我很好的朋友	我很好的朋友
p2train-2402	不知您是怎是怎么过的	不知您是怎么过的
p2train-2403	最后我昏倒下去了	最后我昏倒了
p2train-2404	才后悔起来了	才后悔起来
p2train-2405	她想学日语所以我帮她的学习	她想学日语所以我帮她学习
p2train-2406	您可去国家图书馆借到些书	您可去国家图书馆借到书
p2train-2407	她本来考上的高中是专门为了培养职业人才的学校	她本来考上的高中是专门培养职业人才的学校
p2train-2408	产量会大大降低的	产量会大大降低
p2train-2409	年纪大的人们应该当作对青少年的榜样	年纪大的人们应该当作青少年的榜样
p2train-2410	但他们对互相感到不满	但他们互相感到不满
p2train-2411	安乐死是不是容易做的	安乐死是不容易做的
p2train-2412	我在3年前从大学毕业	我3年前从大学毕业
p2train-2413	但结果我没考上了	但结果我没考上
p2train-2414	另外现在在中国有很大的教育问题	另外现在中国有很大的教育问题
p2train-2415	手机电话已经成为一般都有的东西	手机已经成为一般都有的东西
p2train-2416	不过现在我的这些朋友他们跟父母搬家了	不过现在我的这些朋友跟父母搬家了
p2train-2417	工作经验总时间是三年半	工作总时间是三年半
p2train-2418	我觉得流行歌和喜欢流行歌的人要会控制自己	我觉得喜欢流行歌的人要会控制自己
p2train-2419	帮助父母的种田	帮助父母种田
p2train-2420	所一个人的一举一动都与社会有关	一个人的一举一动都与社会有关
p2train-2421	父母应该先须要了解子女的文化和想法	父母应该先了解子女的文化和想法
p2train-2422	这是意味着吸烟者很多	这意味着吸烟者很多
p2train-2423	我们毕竟生存在一个集团社会	我们毕竟生存在一个社会
p2train-2424	那么我最近又开始了听另一种外语的流行音乐	我最近又开始了听另一种外语的流行音乐
p2train-2425	对我来说他是个我认识的唯一的“超人”	对我来说他是我认识的唯一的“超人”
p2train-2426	而她也从不期望他们还钱回给她	而她也从不期望他们还钱给她
p2train-2427	我也是大学毕业了	我也大学毕业了
p2train-2428	不过我这个人有时自己问自己：我为什么学中文	不过我有时自己问自己：我为什么学中文
p2train-2429	所以我们生活中可以看到用绿色的东西	所以我们生活中可以看到绿色的东西
p2train-2430	市政府越来越针对着污染环境的人作出各种严厉的惩罚措施	市政府针对着污染环境的人作出各种严厉的惩罚措施
p2train-2431	关于这个问题上	关于这个问题
p2train-2432	人们按自己的要求来选择它的	人们按自己的要求来选择它
p2train-2433	今日通过报章获悉贵旅游公司正在招聘人才加入行列	今日通过报章获悉贵旅游公司正在招聘人才
p2train-2434	最理想的情况是男女双方都有一个共同兴趣的生活环境	最理想的情况是男女双方都有一个共同的生活环境
p2train-2435	男女应该从小就一起生活就好	男女应该从小就一起生活
p2train-2436	流行歌曲是当时认群众最爱听的歌曲	流行歌曲是当时群众最爱听的歌曲
p2train-2437	好唱的	好唱
p2train-2438	我只是个很普普通通的一个年轻人	我只是个很普普通通的年轻人
p2train-2439	在社会也要以规定来限制吸烟	社会也要以规定来限制吸烟
p2train-2440	抽烟就不是个人的问题	抽烟不是个人的问题
p2train-2441	我对这个件事有意见	我对这件事有意见
p2train-2442	也可以说病人这样想的是很自然的	也可以说病人这样想是很自然的
p2train-2443	不健康的话我们什么也不会的	不健康的话我们什么也不会
p2train-2444	我也想了怎么办才好呢	我也想怎么办才好呢
p2train-2445	怎么把它实行好真的是政府最难解决的事情真服的障碍	怎么把它实行好真的是政府最难解决的事情
p2train-2446	不过在世界上有好多个贫困国家或地区	不过在世界上有好多贫困国家或地区
p2train-2447	但如果他们吃了会有害于人的健康的东西后死了	但如果他们吃了有害于人的健康的东西后死了
p2train-2448	现在吸烟者很困难	现在吸烟很困难
p2train-2449	在目前	目前
p2train-2450	在日本吃的都是“绿色食品”的蔬菜和水果	在日本吃的都是“绿色”的蔬菜和水果
p2train-2451	我在日本大阪府出生了	我在日本大阪府出生
p2train-2452	但是我在前面说的那样喜欢歌星到痴迷的程度或太过分的听流行歌曲而伤害身体健康是可不行的	但是我在前面说的那样喜欢歌星到痴迷的程度或太过分的听流行歌曲而伤害身体健康是不行的
p2train-2453	她的病情恶化一方	她的病情恶化
p2train-2454	这是因为我从小到大跟母亲过的时间最长而我的大部分的教育由母亲来负责的	这是因为我从小到大跟母亲过的时间最长而我的大部分的教育由母亲来负责
p2train-2455	教室里很乱七八糟的	教室里乱七八糟的
p2train-2456	现在也很多病人和伤人从早到晚痛苦	现在很多病人和伤人从早到晚痛苦
p2train-2457	在许多地方被禁止吸烟	在许多地方禁止吸烟
p2train-2458	这样的想法就会发生了没水喝的情况	这样的想法就会发生没水喝的情况
p2train-2459	新来的和尚个子高高的像松树一样的	新来的和尚个子高高的像松树一样
p2train-2460	我很感谢上天安排让我在这美满的家庭里出世	我很感谢上天安排我在这美满的家庭里出世
p2train-2461	其实现在中国生活没去的地方这么多	其实现在中国没去的地方这么多
p2train-2462	这种情况只有在我的身上才发生的	这种情况只有在我的身上才发生
p2train-2463	可是我长得这么大以后才知道他们的事情	可是我长这么大以后才知道他们的事情
p2train-2464	我目前是在本地一家著名的广告公司的设计师	我目前是本地一家著名的广告公司的设计师
p2train-2465	我从事于教育工作	我从事教育工作
p2train-2466	于是我们很难避免会发生的矛盾	于是我们很难避免会发生矛盾
p2train-2467	对关键是这里	关键是这里
p2train-2468	一天过一天	一天一天
p2train-2469	他每年拍了一部电影	他每年拍一部电影
p2train-2470	现在回头想我也不知道那时我为什么那么想着	现在回头想我也不知道那时我为什么那么想
p2train-2471	让我在这里再留下两	让我在这里再留两
p2train-2472	可是依赖心强的人的话	可是依赖心强的人
p2train-2473	这是我的意见上的解答	这是我的意见
p2train-2474	这样做才能够把“父母是孩子的第一任老师”这一句话变成现实了	这样做才能够把“父母是孩子的第一任老师”这一句话变成现实
p2train-2475	因为最大的原因就是那件事是你真正想要做的	最大的原因就是那件事是你真正想要做的
p2train-2476	小个孩子在出生后大多都是在父母的关怀和爱护下长大的	小孩子在出生后大多都是在父母的关怀和爱护下长大的
p2train-2477	一起床该用别的语言就是汉语	一起床该用的语言就是汉语
p2train-2478	这样可以感到自己的存在感	这样可以感到自己的存在
p2train-2479	而且你也不用去花钱去买CD或MD就能听到很多流行的歌曲	而且你也不用花钱去买CD或MD就能听到很多流行的歌曲
p2train-2480	在学校我自己做纸花送给你们了	在学校我自己做纸花送给你们
p2train-2481	长大在那儿	长在那儿
p2train-2482	人的素质是和环境有关	人的素质和环境有关
p2train-2483	我正在自己找工作	我正在找工作
p2train-2484	其实这代沟问题是不算那么大的问题	其实这代沟问题不算那么大的问题
p2train-2485	有一天第一个和尚想提了意见	有一天第一个和尚提了意见
p2train-2486	措施的第二个好处是减少了公民把钱花在香烟上的费用	措施的第二个好处是减少了公民花在香烟上的费用
p2train-2487	当时我也非常害怕父亲了	当时我也非常害怕父亲
p2train-2488	流行音乐也是继续发展	流行音乐也继续发展
p2train-2489	我很担心你了	我很担心你
p2train-2490	我今年的春假的时候跟一个朋友一起去了大连	我今年春假的时候跟一个朋友一起去了大连
p2train-2491	必须改变禁止吸烟者们的不顾环境的态度	必须改变吸烟者们的不顾环境的态度
p2train-2492	如果只有一个人在此时	如果只有一个人在
p2train-2493	就不能实现的幸福了	就不能实现幸福了
p2train-2494	一个星期不出门每天在家里哭着	一个星期不出门每天在家里哭
p2train-2495	我总找一些能提高自己对文学修养的书	我总找一些能提高自己文学修养的书
p2train-2496	有一天提出了在外边山里全班同学一起去吃午饭	有一天提出在外边山里全班同学一起去吃午饭
p2train-2497	所以我觉得这是一种对文化方面的个人态度	所以我觉得这是一种对文化的个人态度
p2train-2498	可对我们现代人也受到不少教训	可我们现代人也受到不少教训
p2train-2499	我去年读了朱自清写的《背影》了	我去年读了朱自清写的《背影》
p2train-2500	但是谁也都有觉得“麻烦”的事	但是谁都有觉得“麻烦”的事
p2train-2501	你可能是遇到许多困难	你可能遇到许多困难
p2train-2502	故意让人家置于在痛苦中的话	故意让人家置于痛苦中的话
p2train-2503	诸如保持市容整洁等问题只要每一个吸烟者不要乱扔烟应该能解决的	诸如保持市容整洁等问题只要每一个吸烟者不要乱扔烟应该能解决
p2train-2504	他就是一个日本人	他是一个日本人
p2train-2505	但他们不一定也就是最好的老师	但他们不一定就是最好的老师
p2train-2506	但我的最常去的国家乃是中国	但我最常去的国家乃是中国
p2train-2507	所以我的父母终于下决心让我下去家乡过日子	所以我的父母终于下决心让我去家乡过日子
p2train-2508	吸烟者的肺越坏了	吸烟者的肺越坏
p2train-2509	我们要努力要找到人类和自然共存的办法	我们要努力找到人类和自然共存的办法
p2train-2510	商业交流或日常生活中的各项琐事中	商业交流或日常生活中的各项琐事
p2train-2511	多给提供一些粮食	多提供一些粮食
p2train-2512	美国的加州已经禁止了在公共场所的吸烟	美国的加州已经禁止了在公共场所吸烟
p2train-2513	甚至有的国家人民就饿死	甚至有的国家人民饿死
p2train-2514	所以人们做农产品加工了	所以人们做农产品加工
p2train-2515	他自己就拿水桶到山底下抬水吃力地走着回来喝	他自己就拿水桶到山底下抬水吃力地走着回来
p2train-2516	北京大学毕业了	北京大学毕业
p2train-2517	她非常的欣赏他	她非常欣赏他
p2train-2518	祝你们的健康祝你们长寿	祝你们健康祝你们长寿
p2train-2519	谁也不能不说自己和父母是完全不同的人	谁也不能说自己和父母是完全不同的人
p2train-2520	久而久之就是感到身体的不适	久而久之就感到身体的不适
p2train-2521	父母有的时候不了解子女时代的想法	父母有的时候不了解子女的想法
p2train-2522	所以我认为在公共场所抽烟就罚款的话应该不公平	所以我认为在公共场所抽烟就罚款的话不公平
p2train-2523	几亿人因缺少粮食是很严重	几亿人缺少粮食是很严重
p2train-2524	他们的朋友经常过了晚上十二点给他们打电话来	他们的朋友经常过了晚上十二点给他们打电话
p2train-2525	我就用水平不够高的汉语但真诚地回答了	我就用水平不够高的汉语真诚地回答了
p2train-2526	和人体和健康是最重要的	人体和健康是最重要的
p2train-2527	他她们对我的影响很大	她们对我的影响很大
p2train-2528	关于我的将来了	关于我的将来
p2train-2529	吸烟可以说是发作时间比较慢的自杀剂	烟可以说是发作时间比较慢的自杀剂
p2train-2530	思考都从和他身边的人学习	思考都和他身边的人学习
p2train-2531	“安乐死”这个问题肯定会更引起人们的注目了	“安乐死”这个问题肯定会更引起人们的注目
p2train-2532	这样才能开始着手个人吸烟的问题了	这样才能开始着手个人吸烟的问题
p2train-2533	我最理想的方式是在上大学时结交女朋友的	我最理想的方式是在上大学时结交女朋友
p2train-2534	如果在学校里的学校都是女的	如果在学校里都是女的
p2train-2535	若名名认为自己不用出什么力	若认为自己不用出什么力
p2train-2536	我认为人们对健康意识的变化是一个很大的因素	我认为人们健康意识的变化是一个很大的因素
p2train-2537	一般家庭大部分都是正常反应的	一般家庭大部分都是正常反应
p2train-2538	还没有经验从事过这类的行业	还没有经验从事这类的行业
p2train-2539	所以人们之间常常发生了许多问题	所以人们之间常常发生许多问题
p2train-2540	可是实际上是不是的	可是实际上不是的
p2train-2541	我在机场上准备回国时	我在机场准备回国时
p2train-2542	许多人人们在结构调整的潮流下离开公司了	许多人在结构调整的潮流下离开公司了
p2train-2543	因为这些声音都是不是故意的	因为这些声音都不是故意的
p2train-2544	神秘的	神秘
p2train-2545	我们多次的结伴踏上旅途	我们多次结伴踏上旅途
p2train-2546	也仍然有原来的技术	也有原来的技术
p2train-2547	但我想世界上没有一个人没有欲望的	但我想世界上没有一个人没有欲望
p2train-2548	用这段期间父母应该做的是什么呢	这段期间父母应该做的是什么呢
p2train-2549	首先听流行歌曲的能让人愉快	首先听流行歌曲能让人愉快
p2train-2550	这个是我们叫“食中毒”	这个我们叫“食中毒”
p2train-2551	因为和他们的喜好和流行歌曲不太相合	因为他们的喜好和流行歌曲不太相合
p2train-2552	妈妈你们别担心吧	妈妈你们别担心
p2train-2553	有得知消息后变得很是反叛	得知消息后变得很是反叛
p2train-2554	很多人在感情十分开放	很多人感情十分开放
p2train-2555	做好的女儿	做好女儿
p2train-2556	我不能理解和明白对吸烟的人的心理	我不能理解和明白吸烟的人的心理
p2train-2557	那么这些国家都可以帮助而解决饥饿了	那么这些国家都可以帮助解决饥饿了
p2train-2558	但生命具有跟任何其他东西也比不了的重要性	但生命具有任何其他东西也比不了的重要性
p2train-2559	女人的吸烟比男人更不好	女人吸烟比男人更不好
p2train-2560	但是她心不灰心	但是她不灰心
p2train-2561	还有当你的好个女儿	还有当你的好女儿
p2train-2562	广告设计师等职位	广告设计师等
p2train-2563	我的一个男同学是小学一年级的时候	我的一个男同学小学一年级的时候
p2train-2564	本人也副修读了英语及法语	本人也副修了英语及法语
p2train-2565	这种安排对我们社会的家庭结合力有这一种很大的帮助	这种安排对我们社会的家庭结合力有一种很大的帮助
p2train-2566	这是值得吗	这值得吗
p2train-2567	所以现在安乐死还没有被社会接受了	所以现在安乐死还没有被社会接受
p2train-2568	水桶怎么也没满水	水桶怎么也没满
p2train-2569	家庭问题是大部分都起源于代沟问题	家庭问题大部分都起源于代沟问题
p2train-2570	当学生踏入社会服务时	当学生踏入社会时
p2train-2571	我伯父和爸爸讨论给他安乐地死的事情	我伯父和爸爸讨论给他安乐死的事情
p2train-2572	从而能帮助孩子解决他们生活中遇到的难题	从而帮助孩子解决他们生活中遇到的难题
p2train-2573	长辈人不喜欢	长辈不喜欢
p2train-2574	从南京到拉萨的路	从南京到拉萨
p2train-2575	我也才知道了为什么要学习	我也才知道为什么要学习
p2train-2576	我并在一间公司工作	我在一间公司工作
p2train-2577	这就是吸烟者被危害别人的健康的现象	这就是吸烟者危害别人的健康的现象
p2train-2578	这环境对孩子来说很好的	这环境对孩子来说很好
p2train-2579	也不愿受吃苦	也不愿吃苦
p2train-2580	每名个人都有不同的意见吧	每个人都有不同的意见吧
p2train-2581	他们开始讲究吃得什么样的	他们开始讲究吃得什么
p2train-2582	在荷兰的法律同意了实行安乐死	荷兰的法律同意了实行安乐死
p2train-2583	所谓有“绿色食品”就是其代表作	所谓“绿色食品”就是其代表作
p2train-2584	我要去西安玩	去西安玩
p2train-2585	充满幸福了	充满幸福
p2train-2586	我一直记住以等人家说完话时我才开口	我一直记住等人家说完话时我才开口
p2train-2587	反而我是想说无论学生有没有男女分班	我是想说无论学生有没有男女分班
p2train-2588	一切对孩子来说可能可以说是迟来的学习	一切对孩子来说可能是迟来的学习
p2train-2589	学院的生活费都是由自己半工半读赚钱得来的	生活费都是由自己半工半读赚钱得来的
p2train-2590	吸烟对人体的一些呼吸系统影响非常大	吸烟对人体的呼吸系统影响非常大
p2train-2591	即青少年要直接地表现出	即青少年要直接地表现
p2train-2592	我的导游的经验没有	我导游的经验没有
p2train-2593	在韩国出现了父母代和青少年的对立	在韩国出现了父母和青少年的对立
p2train-2594	休息休息了	休息休息
p2train-2595	而且他们顺应着时代的大潮时运而生的	而且他们顺应着时代的大潮而生的
p2train-2596	跟中国普通老百姓每天打交道使我的对中国人的了解也有所深入	跟中国普通老百姓每天打交道使我对中国人的了解也有所深入
p2train-2597	不可替代的	不可替代
p2train-2598	别的人喜欢所以我也喜欢我也喜欢等盲目的人多	别的人喜欢所以我也喜欢等盲目的人多
p2train-2599	我认为现在的法律的状况下安乐死还是一种的杀人	我认为现在的法律的状况下安乐死还是一种杀人
p2train-2600	现代中国正走向开放式的思想迈进	现代中国正向开放式的思想迈进
p2train-2601	有些人特别喜欢流行歌歌曲	有些人特别喜欢流行歌曲
p2train-2602	学生在青春期难免会对外界所带来的带来的事物产生好奇心而早恋	学生在青春期难免会对外界所带来的事物产生好奇心而早恋
p2train-2603	让孩子在早一点接触异性是好的	让孩子早一点接触异性是好的
p2train-2604	那时是第一次离开父母的吧	那时是第一次离开父母吧
p2train-2605	极端消极的歌中和对世事带有报怨的歌曲是我讨厌的流行歌曲	极端消极的歌和对世事带有报怨的歌曲是我讨厌的流行歌曲
p2train-2606	主要原因在于他们俩不同的审美观	主要原因在于他们不同的审美观
p2train-2607	就有点疯疯颠颠地躺在床上	有点疯疯颠颠地躺在床上
p2train-2608	我的爷爷一直在我身边照顾我了	我的爷爷一直在我身边照顾我
p2train-2609	但没用化肥和农药的农作物是满足了重视健康人的需求	但没用化肥和农药的农作物满足了重视健康人的需求
p2train-2610	今天我穿着你织做的毛衣	今天我穿着你织的毛衣
p2train-2611	以后也这样延长生命也没什么好处	以后这样延长生命也没什么好处
p2train-2612	没有你们就没有我了	没有你们就没有我
p2train-2613	我在昨天的《联合早报》的征聘栏位中得知贵公司因业务发展的需要	我在昨天的《联合早报》的征聘栏中得知贵公司因业务发展的需要
p2train-2614	但我觉得这是有点可惜	但我觉得这有点可惜
p2train-2615	最初认识的是个自己的父母	最初认识的是自己的父母
p2train-2616	老三是个做生意人	老三是个生意人
p2train-2617	还有发现了我的对学外语的缺点	还有发现了我的学外语的缺点
p2train-2618	我非常高兴了	我非常高兴
p2train-2619	有许多父母并不怀疑自己对孩子作的教育有任何方面的欠缺	有许多父母并不怀疑自己对孩子的教育有任何方面的欠缺
p2train-2620	自国外的朋友也越来越多	国外的朋友也越来越多
p2train-2621	我的最近的生活非常充实	我最近的生活非常充实
p2train-2622	很多年轻人都非常喜欢看流行歌曲	很多年轻人都非常喜欢流行歌曲
p2train-2623	鸟语花香的公园也好	鸟语花香的公园
p2train-2624	各都有各的好处	各都各的好处
p2train-2625	我认为不用化肥和农药也不太影响到产量	我认为不用化肥和农药也不太影响产量
p2train-2626	“绿色食品”是产量并不多	“绿色食品”产量并不多
p2train-2627	以“孝”为美名世上	以“孝”为美名
p2train-2628	在世界所有的人都不愿意自己最爱的人早死	世界所有的人都不愿意自己最爱的人早死
p2train-2629	那个和尚也挑水喝了	那个和尚也挑水喝
p2train-2630	我应该选择哪能一个是第一位的话	我应该选择哪一个是第一位的话
p2train-2631	而是他最早向学习的人P}	而是他最早学习的人P}
p2train-2632	因为人类能够克服了这种困难	因为人类能够克服这种困难
p2train-2633	千万不要像这三个和尚一样不考虑别人了	千万不要像这三个和尚一样不考虑别人
p2train-2634	大家都有想拿点东西	大家都想拿点东西
p2train-2635	这个俱乐部每星期四开的	这个俱乐部每星期四开
p2train-2636	还别担心我们在汉城的生活了	别担心我们在汉城的生活了
p2train-2637	所以受一个熟人的委托就去当的教练兼队员	所以受一个熟人的委托就去当教练兼队员
p2train-2638	我一看就能看得出吸烟的后果	我一看就能看出吸烟的后果
p2train-2639	也可以使人们的交流亲密的	也可以使人们的交流亲密
p2train-2640	用什么话来也表达不出我的心理状态	用什么话也表达不出我的心理状态
p2train-2641	流行歌典只不过短期间为人欢迎	流行歌典只不过短期为人欢迎
p2train-2642	妈妈当然希望每个成员都负责一定的家务责任	妈妈当然希望每个成员都负责一定的家务
p2train-2643	通常人们把用未经污染的农产品加工的食品叫做“绿色食品”	通常人们把未经污染的农产品加工的食品叫做“绿色食品”
p2train-2644	我不知道了爸爸为什么管我	我不知道爸爸为什么管我
p2train-2645	我奶奶是现在七十岁	我奶奶现在七十岁
p2train-2646	而在都市里生活我不感到这种寂寞	而在都市里生活我不感到寂寞
p2train-2647	那么那世界上所有人都会高兴	那么世界上所有人都会高兴
p2train-2648	别想别人想什么做什么	别人想什么做什么
p2train-2649	一直对妈妈讲说我的看法	一直对妈妈说我的看法
p2train-2650	而且这个特点之所以是损害健康的最大原因	而且这个特点是损害健康的最大原因
p2train-2651	还特地向学校请了一或两天假	还特地向学校请了一两天假
p2train-2652	没有回国了	没有回国
p2train-2653	我童年可以说是一个多姿多彩的一个人生过程	我童年可以说是一个多姿多彩的人生过程
p2train-2654	我也希望至少在中国是一个公平的国家	我也希望至少中国是一个公平的国家
p2train-2655	手提电话的声音是将恼人的	手提电话的声音是恼人的
p2train-2656	有人说我们的吃法有礼貌的	有人说我们的吃法有礼貌
p2train-2657	九十年代我们开始听了世界各个国家的流行歌曲	九十年代我们开始听世界各个国家的流行歌曲
p2train-2658	我在大学时有修读旅游业	我在大学时修读旅游业
p2train-2659	近将来绿色食品也不说绿色食品	将来绿色食品也不说绿色食品
p2train-2660	正想特招聘人员	正想招聘人员
p2train-2661	一首中文歌曲已改变了我的一生	一首中文歌曲改变了我的一生
p2train-2662	那时候我才知道了准备是这么辛苦	那时候我才知道准备是这么辛苦
p2train-2663	尤其是发展国家的人都为了满足自己的欲望几乎随便用地球的资源	尤其是发展国家的人为了满足自己的欲望几乎随便用地球的资源
p2train-2664	她在大学里学英文英语	她在大学里学英语
p2train-2665	我觉得这个是一个非常好的政策	我觉得这是一个非常好的政策
p2train-2666	我在自己国家听说过这是“安乐死”的问题	我在自己国家听说过“安乐死”的问题
p2train-2667	男女分班不一定避免孩子的早恋	男女分班不一定避免孩子早恋
p2train-2668	对待很多人或都事情的话	对待很多人或事情的话
p2train-2669	一起同甘共苦而自然地走到爱情的路上的一对男女	一起同甘共苦而自然地走到爱情的路上
p2train-2670	但因为我怕害羞	但因为我害羞
p2train-2671	不幸福那就哪有坚持生活下去的意义呢	不幸福那哪有坚持生活下去的意义呢
p2train-2672	除了我写的原因以外还有了很多问题	除了我写的原因以外还有很多问题
p2train-2673	他们听父母的说话	他们听父母说话
p2train-2674	我个人的看法是学会好汉语才能发展两个国家的关系	我个人的看法是学好汉语才能发展两个国家的关系
p2train-2675	父母是最早对孩子的成长产生重大影响的人了	父母是最早对孩子的成长产生重大影响的人
p2train-2676	所以从小时候父亲常常带着我去书店	所以小时候父亲常常带着我去书店
p2train-2677	我们就有保证解决这很严重的社会问题	我们就有保证解决这严重的社会问题
p2train-2678	但是认为流行歌曲的好处更多	但是流行歌曲的好处更多
p2train-2679	可是实际上不少一部分人的心里存在的一种优越感	可是实际上不少人的心里存在的一种优越感
p2train-2680	因为有的青少年吸烟是根本没有考虑到吸烟的不好	因为有的青少年吸烟根本没有考虑到吸烟的不好
p2train-2681	我将主修英文	我主修英文
p2train-2682	一般老人或年纪大的人来说不喜欢流行歌曲	一般老人或年纪大的人不喜欢流行歌曲
p2train-2683	我们就有了保证解决这严重的社会问题	我们就有保证解决这严重的社会问题
p2train-2684	没有一个人喜欢自己来承坦某件事	没有一个人喜欢自己承坦某件事
p2train-2685	你要对自己所将要介绍的地方了如指掌的知识	你要对自己所将要介绍的地方了如指掌
p2train-2686	所以会在思想方面会有所不同	所以会在思想方面有所不同
p2train-2687	有的人认为中国的经济发展不断增强	有的认为中国的经济发展不断增强
p2train-2688	但这些地方越来越变少	但这些地方越来越少
p2train-2689	有的时候听流行歌曲的	有的时候听流行歌曲
p2train-2690	因为如果有一些人得了不治之症而到自然的死为止一直在痛苦之中	因为如果有一些人得了不治之症而到自然死为止一直在痛苦之中
p2train-2691	我的一个朋友曾经是一个歌团的歌迷了	我的一个朋友曾经是一个歌团的歌迷
p2train-2692	我到二十四岁才发现你们多么爱我我	我到二十四岁才发现你们多么爱我
